taster_name,taster_twitter_handle
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Michael Schachner,@wineschach
Matt Kettmann,@mattkettmann
Anne Krebiehl MW,@AnneInVino
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Anne Krebiehl MW,@AnneInVino
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Joe Czerwinski,@JoeCz
Anne Krebiehl MW,@AnneInVino
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Sean P. Sullivan,@wawinereport
Anna Lee C. Iijima,
,
,
,
Roger Voss,@vossroger
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
,
,
,
,
,
,
Michael Schachner,@wineschach
,
,
,
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Roger Voss,@vossroger
,
,
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
,
,
,
,
Anna Lee C. Iijima,
Roger Voss,@vossroger
,
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
,
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Michael Schachner,@wineschach
Michael Schachner,@wineschach
,
Kerin O’Keefe,@kerinokeefe
Anna Lee C. Iijima,
Virginie Boone,@vboone
,
Michael Schachner,@wineschach
Anna Lee C. Iijima,
,
Joe Czerwinski,@JoeCz
,
,
,
Paul Gregutt,@paulgwine 
Joe Czerwinski,@JoeCz
Joe Czerwinski,@JoeCz
,
Susan Kostrzewa,@suskostrzewa
Paul Gregutt,@paulgwine 
,
,
Roger Voss,@vossroger
,
,
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
Joe Czerwinski,@JoeCz
Joe Czerwinski,@JoeCz
,
,
,
,
,
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Sean P. Sullivan,@wawinereport
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Anna Lee C. Iijima,
Michael Schachner,@wineschach
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Sean P. Sullivan,@wawinereport
Michael Schachner,@wineschach
Virginie Boone,@vboone
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Sean P. Sullivan,@wawinereport
Michael Schachner,@wineschach
Anna Lee C. Iijima,
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
,
,
,
,
Michael Schachner,@wineschach
Virginie Boone,@vboone
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Carrie Dykes,
Fiona Adams,@bkfiona
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Joe Czerwinski,@JoeCz
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Roger Voss,@vossroger
Virginie Boone,@vboone
Joe Czerwinski,@JoeCz
Fiona Adams,@bkfiona
Roger Voss,@vossroger
Virginie Boone,@vboone
,
Michael Schachner,@wineschach
,
,
Roger Voss,@vossroger
,
,
,
,
Michael Schachner,@wineschach
,
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
,
,
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
,
,
,
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Anna Lee C. Iijima,
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Anna Lee C. Iijima,
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Jeff Jenssen,@worldwineguys
Michael Schachner,@wineschach
Sean P. Sullivan,@wawinereport
Matt Kettmann,@mattkettmann
Anne Krebiehl MW,@AnneInVino
Anne Krebiehl MW,@AnneInVino
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Anna Lee C. Iijima,
Anne Krebiehl MW,@AnneInVino
Jeff Jenssen,@worldwineguys
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Michael Schachner,@wineschach
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Joe Czerwinski,@JoeCz
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Anne Krebiehl MW,@AnneInVino
Anne Krebiehl MW,@AnneInVino
Virginie Boone,@vboone
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Anne Krebiehl MW,@AnneInVino
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Lauren Buzzeo,@laurbuzz
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Joe Czerwinski,@JoeCz
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Anna Lee C. Iijima,
Joe Czerwinski,@JoeCz
Anne Krebiehl MW,@AnneInVino
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Jim Gordon,@gordone_cellars
Virginie Boone,@vboone
Joe Czerwinski,@JoeCz
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Anne Krebiehl MW,@AnneInVino
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Matt Kettmann,@mattkettmann
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Anna Lee C. Iijima,
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Lauren Buzzeo,@laurbuzz
Anna Lee C. Iijima,
Joe Czerwinski,@JoeCz
Anna Lee C. Iijima,
Joe Czerwinski,@JoeCz
,
Virginie Boone,@vboone
Michael Schachner,@wineschach
,
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
,
Joe Czerwinski,@JoeCz
Paul Gregutt,@paulgwine 
Anna Lee C. Iijima,
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Susan Kostrzewa,@suskostrzewa
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
,
Susan Kostrzewa,@suskostrzewa
,
,
,
,
,
,
,
Paul Gregutt,@paulgwine 
,
,
Joe Czerwinski,@JoeCz
,
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
,
Virginie Boone,@vboone
,
,
Anna Lee C. Iijima,
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
Kerin O’Keefe,@kerinokeefe
,
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
,
,
Lauren Buzzeo,@laurbuzz
,
Roger Voss,@vossroger
,
Michael Schachner,@wineschach
Lauren Buzzeo,@laurbuzz
Paul Gregutt,@paulgwine 
,
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
,
Virginie Boone,@vboone
Roger Voss,@vossroger
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
,
,
,
Joe Czerwinski,@JoeCz
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
,
,
,
Michael Schachner,@wineschach
,
,
,
Joe Czerwinski,@JoeCz
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
,
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
,
,
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
,
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Anne Krebiehl MW,@AnneInVino
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Lauren Buzzeo,@laurbuzz
Anne Krebiehl MW,@AnneInVino
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Virginie Boone,@vboone
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Anne Krebiehl MW,@AnneInVino
Virginie Boone,@vboone
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Jeff Jenssen,@worldwineguys
Jeff Jenssen,@worldwineguys
Jeff Jenssen,@worldwineguys
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Lauren Buzzeo,@laurbuzz
Lauren Buzzeo,@laurbuzz
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Lauren Buzzeo,@laurbuzz
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
Roger Voss,@vossroger
,
,
,
Virginie Boone,@vboone
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
Roger Voss,@vossroger
,
,
Michael Schachner,@wineschach
,
,
,
Roger Voss,@vossroger
,
,
Roger Voss,@vossroger
,
Kerin O’Keefe,@kerinokeefe
Anna Lee C. Iijima,
Michael Schachner,@wineschach
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Anna Lee C. Iijima,
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Sean P. Sullivan,@wawinereport
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
,
,
,
,
Roger Voss,@vossroger
,
,
,
,
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
,
Virginie Boone,@vboone
,
,
,
,
,
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Anna Lee C. Iijima,
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Michael Schachner,@wineschach
Virginie Boone,@vboone
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
,
,
Michael Schachner,@wineschach
,
,
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
,
,
,
,
,
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
,
Paul Gregutt,@paulgwine 
,
,
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Joe Czerwinski,@JoeCz
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
,
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
,
Joe Czerwinski,@JoeCz
,
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Michael Schachner,@wineschach
,
Michael Schachner,@wineschach
,
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
,
Paul Gregutt,@paulgwine 
,
,
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
,
Susan Kostrzewa,@suskostrzewa
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Anne Krebiehl MW,@AnneInVino
Joe Czerwinski,@JoeCz
Joe Czerwinski,@JoeCz
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Anna Lee C. Iijima,
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Virginie Boone,@vboone
Anne Krebiehl MW,@AnneInVino
Joe Czerwinski,@JoeCz
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Anne Krebiehl MW,@AnneInVino
Anna Lee C. Iijima,
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
,
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
,
Lauren Buzzeo,@laurbuzz
,
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
,
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
,
,
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Sean P. Sullivan,@wawinereport
Jim Gordon,@gordone_cellars
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Anna Lee C. Iijima,
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Paul Gregutt,@paulgwine 
,
,
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
,
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Virginie Boone,@vboone
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
,
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Joe Czerwinski,@JoeCz
,
,
,
,
,
Paul Gregutt,@paulgwine 
,
,
Paul Gregutt,@paulgwine 
,
,
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
,
,
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
,
,
Michael Schachner,@wineschach
,
,
,
,
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
,
,
Paul Gregutt,@paulgwine 
,
,
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Virginie Boone,@vboone
,
Paul Gregutt,@paulgwine 
Sean P. Sullivan,@wawinereport
,
,
,
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
,
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Michael Schachner,@wineschach
,
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
,
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
,
Roger Voss,@vossroger
,
Michael Schachner,@wineschach
,
,
,
,
,
,
,
Paul Gregutt,@paulgwine 
,
,
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Anne Krebiehl MW,@AnneInVino
Sean P. Sullivan,@wawinereport
Matt Kettmann,@mattkettmann
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Anna Lee C. Iijima,
Joe Czerwinski,@JoeCz
Virginie Boone,@vboone
Joe Czerwinski,@JoeCz
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Anne Krebiehl MW,@AnneInVino
Anne Krebiehl MW,@AnneInVino
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Anne Krebiehl MW,@AnneInVino
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Jim Gordon,@gordone_cellars
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Virginie Boone,@vboone
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
,
Virginie Boone,@vboone
Michael Schachner,@wineschach
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
,
Michael Schachner,@wineschach
,
,
Paul Gregutt,@paulgwine 
,
,
,
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
,
,
Jim Gordon,@gordone_cellars
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Virginie Boone,@vboone
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Anne Krebiehl MW,@AnneInVino
Sean P. Sullivan,@wawinereport
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Virginie Boone,@vboone
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Roger Voss,@vossroger
,
,
,
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
,
,
Michael Schachner,@wineschach
,
,
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
,
Joe Czerwinski,@JoeCz
Paul Gregutt,@paulgwine 
,
,
,
,
Roger Voss,@vossroger
,
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Susan Kostrzewa,@suskostrzewa
,
Michael Schachner,@wineschach
,
,
,
,
,
Roger Voss,@vossroger
,
,
,
Michael Schachner,@wineschach
,
Lauren Buzzeo,@laurbuzz
,
Paul Gregutt,@paulgwine 
,
Michael Schachner,@wineschach
,
Lauren Buzzeo,@laurbuzz
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
,
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
,
,
,
Michael Schachner,@wineschach
,
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Anna Lee C. Iijima,
Roger Voss,@vossroger
Anna Lee C. Iijima,
Kerin O’Keefe,@kerinokeefe
Anna Lee C. Iijima,
Jim Gordon,@gordone_cellars
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Roger Voss,@vossroger
Mike DeSimone,@worldwineguys
Anna Lee C. Iijima,
Roger Voss,@vossroger
Michael Schachner,@wineschach
